securities

tradedate;secid;correction;crtyield;crtprice
07.05.2014;SU25077RMFS7;0.0634;8.34;85.0904
07.05.2014;SU25079RMFS3;-0.0002;7.83;89.2507
07.05.2014;SU25080RMFS1;0.0000;8.70;97.1008
07.05.2014;SU25081RMFS9;0.0000;8.85;92.2594
07.05.2014;SU26203RMFS8;0.0368;8.57;81.4085
07.05.2014;SU26204RMFS6;0.0000;8.85;96.2155
07.05.2014;SU26205RMFS3;-0.0352;8.99;93.8595
07.05.2014;SU26206RMFS1;-0.0018;8.73;96.8869
07.05.2014;SU26207RMFS9;-0.0031;9.14;94.0049
07.05.2014;SU26208RMFS7;0.0000;8.94;95.1446
07.05.2014;SU26209RMFS5;-0.1251;8.93;93.3811
07.05.2014;SU26210RMFS3;0.0000;8.99;91.3102
07.05.2014;SU26211RMFS1;0.0000;9.07;88.7356
07.05.2014;SU26212RMFS9;0.0131;9.18;84.9118
07.05.2014;SU26214RMFS5;0.0552;9.06;88.6089
07.05.2014;SU26215RMFS2;0.0000;9.08;88.2071
08.05.2014;SU25068RMFS6;-0.0043;7.35;95.3033
08.05.2014;SU25071RMFS0;0.0248;7.67;92.3094
08.05.2014;SU25075RMFS1;-0.0024;8.07;88.9996
08.05.2014;SU25077RMFS7;0.0003;8.26;85.1392
08.05.2014;SU25079RMFS3;0.0006;8.02;89.0216
08.05.2014;SU25080RMFS1;0.0000;8.53;97.4605
08.05.2014;SU25081RMFS9;0.0000;8.65;92.7826
08.05.2014;SU26203RMFS8;0.0000;8.41;81.6384
08.05.2014;SU26204RMFS6;0.0000;8.66;96.7526
08.05.2014;SU26205RMFS3;0.0000;8.89;94.2485
08.05.2014;SU26206RMFS1;0.0000;8.55;97.2782
08.05.2014;SU26207RMFS9;-0.0006;9.10;94.2058
08.05.2014;SU26208RMFS7;0.0000;8.75;95.7730
08.05.2014;SU26209RMFS5;0.0000;8.96;93.1572
08.05.2014;SU26210RMFS3;-0.0012;8.81;91.9415
08.05.2014;SU26211RMFS1;0.0000;8.99;89.1039
08.05.2014;SU26212RMFS9;0.0015;9.13;85.1970
08.05.2014;SU26214RMFS5;0.0000;8.85;89.4385
08.05.2014;SU26215RMFS2;0.0000;9.02;88.5176
12.05.2014;SU25068RMFS6;-0.0366;7.40;95.3347
12.05.2014;SU25071RMFS0;0.1220;7.83;92.2865
12.05.2014;SU25075RMFS1;-0.0652;8.07;89.0559
12.05.2014;SU25077RMFS7;0.0037;8.34;85.0763
12.05.2014;SU25079RMFS3;-0.0003;8.08;89.0261
12.05.2014;SU25080RMFS1;0.0000;8.58;97.4004
12.05.2014;SU25081RMFS9;0.0109;8.69;92.7353
12.05.2014;SU26203RMFS8;-0.0005;8.48;81.5615
12.05.2014;SU26204RMFS6;0.0000;8.68;96.7369
12.05.2014;SU26205RMFS3;0.0000;8.88;94.3643
12.05.2014;SU26206RMFS1;0.0000;8.60;97.2274
12.05.2014;SU26207RMFS9;0.0014;9.05;94.6490
12.05.2014;SU26208RMFS7;-0.0230;8.74;95.8766
12.05.2014;SU26209RMFS5;0.0000;8.94;93.3607
12.05.2014;SU26210RMFS3;0.0000;8.82;91.9879
12.05.2014;SU26211RMFS1;0.0000;8.96;89.3442
12.05.2014;SU26212RMFS9;0.0005;9.07;85.6694
12.05.2014;SU26214RMFS5;0.0000;8.85;89.5101
12.05.2014;SU26215RMFS2;-0.0100;8.97;88.8510
13.05.2014;SU25068RMFS6;0.0000;7.54;95.2846
13.05.2014;SU25071RMFS0;0.0167;7.67;92.3608
13.05.2014;SU25075RMFS1;-0.0370;7.93;89.1986
13.05.2014;SU25077RMFS7;0.0046;8.22;85.2388
13.05.2014;SU25079RMFS3;0.0000;7.90;89.1833
13.05.2014;SU25080RMFS1;0.0007;8.54;97.4968
13.05.2014;SU25081RMFS9;0.0000;8.66;92.8298
13.05.2014;SU26203RMFS8;0.0001;8.41;81.6830
13.05.2014;SU26204RMFS6;0.0208;8.68;96.7384
13.05.2014;SU26205RMFS3;0.0000;8.84;94.5798
13.05.2014;SU26206RMFS1;0.0001;8.57;97.3177
13.05.2014;SU26207RMFS9;0.0000;9.01;94.8952
13.05.2014;SU26208RMFS7;-0.0188;8.72;95.9563
13.05.2014;SU26209RMFS5;0.0000;8.89;93.5915
13.05.2014;SU26210RMFS3;-0.0006;8.78;92.1369
13.05.2014;SU26211RMFS1;0.0000;8.92;89.5709
13.05.2014;SU26212RMFS9;0.0001;9.04;85.8898
13.05.2014;SU26214RMFS5;0.0000;8.81;89.6838
13.05.2014;SU26215RMFS2;0.0000;8.94;89.0209
14.05.2014;SU25068RMFS6;0.0000;7.38;95.3110
14.05.2014;SU25071RMFS0;0.0051;7.65;92.3674
14.05.2014;SU25075RMFS1;0.0000;8.08;89.0523
14.05.2014;SU25077RMFS7;-0.0111;8.28;85.1564
14.05.2014;SU25079RMFS3;-0.0001;8.01;89.0836
14.05.2014;SU25080RMFS1;0.0028;8.54;97.5018
14.05.2014;SU25081RMFS9;0.0000;8.63;92.8967
14.05.2014;SU26203RMFS8;0.0026;8.44;81.6301
14.05.2014;SU26204RMFS6;0.0000;8.64;96.8675
14.05.2014;SU26205RMFS3;0.0002;8.85;94.5158
14.05.2014;SU26206RMFS1;0.0203;8.58;97.2900
14.05.2014;SU26207RMFS9;0.0001;9.01;94.9493
14.05.2014;SU26208RMFS7;-0.0329;8.69;96.0455
14.05.2014;SU26209RMFS5;0.0117;8.92;93.4655
14.05.2014;SU26210RMFS3;0.0000;8.78;92.1393
14.05.2014;SU26211RMFS1;0.0000;8.93;89.5008
14.05.2014;SU26212RMFS9;0.0017;9.02;85.9865
14.05.2014;SU26214RMFS5;0.0000;8.81;89.6616
14.05.2014;SU26215RMFS2;0.0000;8.95;88.9574
15.05.2014;SU25068RMFS6;-0.0070;7.00;95.3894
15.05.2014;SU25071RMFS0;0.0098;7.45;92.4620
15.05.2014;SU25075RMFS1;-0.0103;8.03;89.0957
15.05.2014;SU25077RMFS7;0.0000;8.28;85.1531
15.05.2014;SU25079RMFS3;0.0361;8.00;89.1050
15.05.2014;SU25080RMFS1;0.0000;8.54;97.5028
15.05.2014;SU25081RMFS9;0.0000;8.64;92.8897
15.05.2014;SU26203RMFS8;0.0000;8.44;81.6316
15.05.2014;SU26204RMFS6;0.0000;8.64;96.8604
15.05.2014;SU26205RMFS3;0.0081;8.84;94.5796
15.05.2014;SU26206RMFS1;0.0000;8.56;97.3341
15.05.2014;SU26207RMFS9;0.0135;8.97;95.2259
15.05.2014;SU26208RMFS7;-0.0285;8.69;96.0310
15.05.2014;SU26209RMFS5;0.0118;8.89;93.6294
15.05.2014;SU26210RMFS3;-0.0005;8.77;92.1877
15.05.2014;SU26211RMFS1;0.0000;8.90;89.6849
15.05.2014;SU26212RMFS9;0.0125;8.98;86.2963
15.05.2014;SU26214RMFS5;0.0000;8.80;89.7269
15.05.2014;SU26215RMFS2;-0.0028;8.91;89.1763
16.05.2014;SU25068RMFS6;-0.0169;6.90;95.3342
16.05.2014;SU25071RMFS0;0.0937;7.54;92.3805
16.05.2014;SU25075RMFS1;-0.0713;8.04;89.0422
16.05.2014;SU25077RMFS7;-0.0062;8.34;85.0315
16.05.2014;SU25079RMFS3;0.0271;8.06;89.0055
16.05.2014;SU25080RMFS1;0.0003;8.61;97.3135
16.05.2014;SU25081RMFS9;0.0000;8.71;92.6692
16.05.2014;SU26203RMFS8;-0.0096;8.49;81.5077
16.05.2014;SU26204RMFS6;0.0038;8.71;96.6073
16.05.2014;SU26205RMFS3;0.0000;8.88;94.3361
16.05.2014;SU26206RMFS1;0.0000;8.63;97.1369
16.05.2014;SU26207RMFS9;0.0440;9.00;95.0183
16.05.2014;SU26208RMFS7;-0.0352;8.75;95.7886
16.05.2014;SU26209RMFS5;0.0063;8.92;93.4282
16.05.2014;SU26210RMFS3;-0.0136;8.82;91.9535
16.05.2014;SU26211RMFS1;0.0001;8.93;89.4952
16.05.2014;SU26212RMFS9;0.0576;9.02;86.0521
16.05.2014;SU26214RMFS5;-0.0010;8.86;89.4534
16.05.2014;SU26215RMFS2;0.0194;8.95;88.9020
19.05.2014;SU25068RMFS6;-0.0284;6.86;95.3640
19.05.2014;SU25071RMFS0;0.2454;7.64;92.3666
19.05.2014;SU25075RMFS1;-0.0446;7.99;89.1391
19.05.2014;SU25077RMFS7;0.0000;8.28;85.1593
19.05.2014;SU25079RMFS3;0.0000;7.96;89.1368
19.05.2014;SU25080RMFS1;0.0145;8.56;97.4657
19.05.2014;SU25081RMFS9;0.0014;8.65;92.8675
19.05.2014;SU26203RMFS8;0.0000;8.43;81.6412
19.05.2014;SU26204RMFS6;0.0045;8.66;96.8138
19.05.2014;SU26205RMFS3;-0.0321;8.79;94.8117
19.05.2014;SU26206RMFS1;-0.0040;8.57;97.3376
19.05.2014;SU26207RMFS9;0.0196;8.93;95.4930
19.05.2014;SU26208RMFS7;0.0000;8.73;95.9239
19.05.2014;SU26209RMFS5;0.0005;8.86;93.7960
19.05.2014;SU26210RMFS3;0.0000;8.78;92.1776
19.05.2014;SU26211RMFS1;-0.0035;8.87;89.8598
19.05.2014;SU26212RMFS9;0.0302;8.95;86.5070
19.05.2014;SU26214RMFS5;0.0000;8.80;89.7363
19.05.2014;SU26215RMFS2;-0.0031;8.88;89.3746
20.05.2014;SU25068RMFS6;-0.0371;7.10;95.2929
20.05.2014;SU25071RMFS0;0.0924;7.73;92.3131
20.05.2014;SU25075RMFS1;-0.0466;8.09;89.0404
20.05.2014;SU25077RMFS7;0.0000;8.27;85.1647
20.05.2014;SU25079RMFS3;0.0000;8.09;89.0183
20.05.2014;SU25080RMFS1;0.0088;8.47;97.6846
20.05.2014;SU25081RMFS9;0.0000;8.56;93.1296
20.05.2014;SU26203RMFS8;0.0000;8.37;81.7566
20.05.2014;SU26204RMFS6;0.0010;8.57;97.0891
20.05.2014;SU26205RMFS3;0.0074;8.78;94.8926
20.05.2014;SU26206RMFS1;0.0002;8.48;97.5473
20.05.2014;SU26207RMFS9;0.0192;8.88;95.8540
20.05.2014;SU26208RMFS7;-0.0030;8.65;96.2205
20.05.2014;SU26209RMFS5;0.0137;8.82;93.9969
20.05.2014;SU26210RMFS3;-0.0232;8.68;92.5482
20.05.2014;SU26211RMFS1;0.0008;8.82;90.1049
20.05.2014;SU26212RMFS9;0.0308;8.90;86.8545
20.05.2014;SU26214RMFS5;0.0056;8.74;89.9818
20.05.2014;SU26215RMFS2;-0.0006;8.83;89.6331
21.05.2014;SU25068RMFS6;0.0000;6.76;95.3578
21.05.2014;SU25071RMFS0;0.1223;7.55;92.4175
21.05.2014;SU25075RMFS1;-0.0008;8.11;89.0286
21.05.2014;SU25077RMFS7;0.0000;8.29;85.1452
21.05.2014;SU25079RMFS3;0.0000;8.04;89.0651
21.05.2014;SU25080RMFS1;0.0000;8.43;97.7801
21.05.2014;SU25081RMFS9;0.0000;8.49;93.3575
21.05.2014;SU26203RMFS8;-0.0001;8.38;81.7351
21.05.2014;SU26204RMFS6;0.0000;8.49;97.3433
21.05.2014;SU26205RMFS3;0.0000;8.61;95.6629
21.05.2014;SU26206RMFS1;0.0000;8.44;97.6498
21.05.2014;SU26207RMFS9;0.0057;8.76;96.6909
21.05.2014;SU26208RMFS7;0.0000;8.53;96.6475
21.05.2014;SU26209RMFS5;-0.0229;8.64;94.9791
21.05.2014;SU26210RMFS3;0.0000;8.57;93.0253
21.05.2014;SU26211RMFS1;-0.0004;8.68;90.8821
21.05.2014;SU26212RMFS9;0.0498;8.82;87.4550
21.05.2014;SU26214RMFS5;0.0000;8.59;90.6363
21.05.2014;SU26215RMFS2;0.0000;8.70;90.3945
22.05.2014;SU25068RMFS6;0.0000;6.81;95.3310
22.05.2014;SU25071RMFS0;0.0000;7.47;92.4315
22.05.2014;SU25075RMFS1;-0.0007;8.08;89.0534
22.05.2014;SU25077RMFS7;-0.0042;8.22;85.2379
22.05.2014;SU25079RMFS3;0.0000;8.02;89.0779
22.05.2014;SU25080RMFS1;0.0000;8.37;97.9420
22.05.2014;SU25081RMFS9;0.0000;8.44;93.4849
22.05.2014;SU26203RMFS8;0.0000;8.30;81.8719
22.05.2014;SU26204RMFS6;0.0000;8.45;97.4651
22.05.2014;SU26205RMFS3;0.0000;8.65;95.4994
22.05.2014;SU26206RMFS1;0.0205;8.40;97.7569
22.05.2014;SU26207RMFS9;0.0081;8.81;96.3495
22.05.2014;SU26208RMFS7;-0.0107;8.51;96.7266
22.05.2014;SU26209RMFS5;0.0000;8.70;94.6237
22.05.2014;SU26210RMFS3;0.0000;8.58;92.9814
22.05.2014;SU26211RMFS1;0.0000;8.73;90.6306
22.05.2014;SU26212RMFS9;0.0043;8.82;87.3954
22.05.2014;SU26214RMFS5;-0.0005;8.61;90.5474
22.05.2014;SU26215RMFS2;-0.0045;8.74;90.1514
23.05.2014;SU25068RMFS6;0.0000;6.51;95.3183
23.05.2014;SU25071RMFS0;0.1546;7.44;92.3983
23.05.2014;SU25075RMFS1;-0.0010;8.03;89.0632
23.05.2014;SU25077RMFS7;-0.0009;8.20;85.2189
23.05.2014;SU25079RMFS3;0.0188;7.98;89.0779
23.05.2014;SU25080RMFS1;0.0000;8.32;98.0058
23.05.2014;SU25081RMFS9;-0.0042;8.37;93.6538
23.05.2014;SU26203RMFS8;-0.0386;8.24;81.9303
23.05.2014;SU26204RMFS6;0.0000;8.38;97.6269
23.05.2014;SU26205RMFS3;0.0000;8.56;95.8928
23.05.2014;SU26206RMFS1;0.0001;8.33;97.8898
23.05.2014;SU26207RMFS9;0.0579;8.76;96.7607
23.05.2014;SU26208RMFS7;-0.0461;8.40;97.1003
23.05.2014;SU26209RMFS5;-0.0791;8.53;95.0907
23.05.2014;SU26210RMFS3;0.0000;8.49;93.2850
23.05.2014;SU26211RMFS1;-0.0185;8.61;91.2185
23.05.2014;SU26212RMFS9;0.0650;8.78;87.7392
23.05.2014;SU26214RMFS5;0.0290;8.55;90.7993
23.05.2014;SU26215RMFS2;0.0000;8.65;90.6399
26.05.2014;SU25068RMFS6;0.0000;6.43;95.3541
26.05.2014;SU25071RMFS0;0.2272;7.40;92.4462
26.05.2014;SU25075RMFS1;-0.0005;7.90;89.2266
26.05.2014;SU25077RMFS7;-0.0874;8.00;85.5307
26.05.2014;SU25079RMFS3;0.0012;7.83;89.2446
26.05.2014;SU25080RMFS1;0.0000;8.25;98.2281
26.05.2014;SU25081RMFS9;0.0000;8.33;93.8355
26.05.2014;SU26203RMFS8;-0.0003;8.18;82.0737
26.05.2014;SU26204RMFS6;-0.0012;8.33;97.8284
26.05.2014;SU26205RMFS3;-0.0189;8.49;96.2546
26.05.2014;SU26206RMFS1;-0.0002;8.27;98.1086
26.05.2014;SU26207RMFS9;0.0570;8.69;97.2065
26.05.2014;SU26208RMFS7;-0.0225;8.38;97.2137
26.05.2014;SU26209RMFS5;-0.0115;8.54;95.4868
26.05.2014;SU26210RMFS3;-0.0118;8.44;93.5470
26.05.2014;SU26211RMFS1;-0.0094;8.56;91.5207
26.05.2014;SU26212RMFS9;0.0924;8.74;87.9764
26.05.2014;SU26214RMFS5;0.0000;8.48;91.1049
26.05.2014;SU26215RMFS2;0.0000;8.59;91.0208
27.05.2014;SU25068RMFS6;-0.0579;7.05;95.2046
27.05.2014;SU25071RMFS0;0.1984;7.91;96.2555
27.05.2014;SU25075RMFS1;-0.0279;8.13;89.0045
27.05.2014;SU25077RMFS7;-0.0115;8.25;85.1817
27.05.2014;SU25079RMFS3;-0.0405;8.08;89.0281
27.05.2014;SU25080RMFS1;0.0331;8.45;97.7401
27.05.2014;SU25081RMFS9;0.0000;8.51;93.3189
27.05.2014;SU26203RMFS8;0.0000;8.34;81.8002
27.05.2014;SU26204RMFS6;0.0000;8.51;97.2728
27.05.2014;SU26205RMFS3;-0.0311;8.66;95.4460
27.05.2014;SU26206RMFS1;0.0044;8.44;97.6656
27.05.2014;SU26207RMFS9;0.0743;8.87;95.9211
27.05.2014;SU26208RMFS7;-0.0515;8.53;96.6502
27.05.2014;SU26209RMFS5;0.0000;8.73;94.4747
27.05.2014;SU26210RMFS3;0.0000;8.63;92.7683
27.05.2014;SU26211RMFS1;-0.0001;8.75;90.5177
27.05.2014;SU26212RMFS9;0.0852;8.89;86.9244
27.05.2014;SU26214RMFS5;-0.0563;8.60;90.5807
27.05.2014;SU26215RMFS2;0.0000;8.76;90.0432
28.05.2014;SU25068RMFS6;0.0002;6.84;95.2337
28.05.2014;SU25071RMFS0;0.0000;7.41;96.4754
28.05.2014;SU25075RMFS1;-0.0051;8.05;89.0843
28.05.2014;SU25077RMFS7;-0.0043;8.26;85.1774
28.05.2014;SU25079RMFS3;0.0224;8.01;89.0951
28.05.2014;SU25080RMFS1;0.0300;8.44;97.7990
28.05.2014;SU25081RMFS9;-0.0390;8.43;93.5120
28.05.2014;SU26203RMFS8;0.0000;8.36;81.7639
28.05.2014;SU26204RMFS6;0.0007;8.47;97.3964
28.05.2014;SU26205RMFS3;0.0000;8.67;95.3940
28.05.2014;SU26206RMFS1;0.0001;8.42;97.7183
28.05.2014;SU26207RMFS9;0.0286;8.85;96.1285
28.05.2014;SU26208RMFS7;-0.0001;8.54;96.6220
28.05.2014;SU26209RMFS5;0.0000;8.73;94.5054
28.05.2014;SU26210RMFS3;0.0000;8.60;92.9138
28.05.2014;SU26211RMFS1;-0.0004;8.75;90.5185
28.05.2014;SU26212RMFS9;0.0262;8.86;87.1833
28.05.2014;SU26214RMFS5;-0.0011;8.63;90.4787
28.05.2014;SU26215RMFS2;-0.0174;8.75;90.0743
29.05.2014;SU25068RMFS6;0.0000;7.00;95.1857
29.05.2014;SU25071RMFS0;0.0286;7.42;96.4709
29.05.2014;SU25075RMFS1;-0.1000;7.82;89.2995
29.05.2014;SU25077RMFS7;0.0006;8.13;85.3456
29.05.2014;SU25079RMFS3;0.0327;7.89;89.2005
29.05.2014;SU25080RMFS1;0.0000;8.35;97.9806
29.05.2014;SU25081RMFS9;0.0000;8.43;93.5553
29.05.2014;SU26203RMFS8;0.0000;8.26;81.9280
29.05.2014;SU26204RMFS6;-0.0022;8.43;97.5332
29.05.2014;SU26205RMFS3;-0.0086;8.55;95.9599
29.05.2014;SU26206RMFS1;0.0000;8.37;97.8476
29.05.2014;SU26207RMFS9;0.0298;8.74;96.8474
29.05.2014;SU26208RMFS7;0.0000;8.48;96.8489
29.05.2014;SU26209RMFS5;0.0000;8.60;95.1700
29.05.2014;SU26210RMFS3;0.0000;8.51;93.2611
29.05.2014;SU26211RMFS1;-0.0539;8.57;91.4986
29.05.2014;SU26212RMFS9;0.0510;8.78;87.6953
29.05.2014;SU26214RMFS5;0.0000;8.53;90.8913
29.05.2014;SU26215RMFS2;0.0000;8.64;90.7229
30.05.2014;SU25068RMFS6;0.0000;7.13;95.0774
30.05.2014;SU25071RMFS0;0.0000;7.52;96.3769
30.05.2014;SU25075RMFS1;0.0000;7.99;89.1025
30.05.2014;SU25077RMFS7;-0.0011;8.16;85.2685
30.05.2014;SU25079RMFS3;0.0065;7.94;89.1111
30.05.2014;SU25080RMFS1;0.0000;8.30;98.0696
30.05.2014;SU25081RMFS9;0.0000;8.34;93.7672
30.05.2014;SU26203RMFS8;0.0000;8.25;81.9152
30.05.2014;SU26204RMFS6;-0.0005;8.35;97.7479
30.05.2014;SU26205RMFS3;0.0000;8.47;96.3286
30.05.2014;SU26206RMFS1;0.0000;8.31;97.9608
30.05.2014;SU26207RMFS9;0.0077;8.70;97.1064
30.05.2014;SU26208RMFS7;-0.0026;8.38;97.1828
30.05.2014;SU26209RMFS5;-0.0649;8.47;95.8258
30.05.2014;SU26210RMFS3;0.0000;8.41;93.6354
30.05.2014;SU26211RMFS1;-0.0044;8.56;91.5158
30.05.2014;SU26212RMFS9;0.0237;8.74;87.9472
30.05.2014;SU26214RMFS5;0.0004;8.43;91.2761
30.05.2014;SU26215RMFS2;0.0000;8.59;90.9718
02.06.2014;SU25068RMFS6;-0.0056;6.86;95.1553
02.06.2014;SU25071RMFS0;0.1154;7.59;96.3870
02.06.2014;SU25075RMFS1;0.0000;8.08;89.0651
02.06.2014;SU25077RMFS7;0.0000;8.22;85.2148
02.06.2014;SU25079RMFS3;-0.0001;8.02;89.0879
02.06.2014;SU25080RMFS1;-0.0026;8.32;98.0732
02.06.2014;SU25081RMFS9;-0.0295;8.32;93.8748
02.06.2014;SU26203RMFS8;0.0000;8.29;81.8789
02.06.2014;SU26204RMFS6;0.0000;8.35;97.7673
02.06.2014;SU26205RMFS3;-0.0058;8.45;96.4675
02.06.2014;SU26206RMFS1;-0.0015;8.33;97.9691
02.06.2014;SU26207RMFS9;0.0755;8.67;97.4112
02.06.2014;SU26208RMFS7;0.0000;8.38;97.1997
02.06.2014;SU26209RMFS5;-0.0182;8.48;95.8361
02.06.2014;SU26210RMFS3;-0.0024;8.41;93.6856
02.06.2014;SU26211RMFS1;-0.0372;8.48;91.9848
02.06.2014;SU26212RMFS9;0.0912;8.70;88.3127
02.06.2014;SU26214RMFS5;0.0000;8.43;91.3367
02.06.2014;SU26215RMFS2;-0.0001;8.53;91.3473
03.06.2014;SU25068RMFS6;0.0000;7.24;95.0660
03.06.2014;SU25071RMFS0;0.2055;7.86;96.2682
03.06.2014;SU25075RMFS1;-0.0541;8.00;89.1251
03.06.2014;SU25077RMFS7;0.0000;8.17;85.2809
03.06.2014;SU25079RMFS3;0.0000;8.01;92.5835
03.06.2014;SU25080RMFS1;0.0000;8.31;98.1016
03.06.2014;SU25081RMFS9;0.0000;8.37;93.7575
03.06.2014;SU26203RMFS8;0.0000;8.25;81.9547
03.06.2014;SU26204RMFS6;0.0000;8.37;97.7242
03.06.2014;SU26205RMFS3;0.0000;8.48;96.3321
03.06.2014;SU26206RMFS1;0.0000;8.32;97.9877
03.06.2014;SU26207RMFS9;0.0791;8.68;97.3613
03.06.2014;SU26208RMFS7;0.0000;8.41;97.1105
03.06.2014;SU26209RMFS5;-0.0005;8.51;95.6625
03.06.2014;SU26210RMFS3;0.0000;8.44;93.5728
03.06.2014;SU26211RMFS1;-0.0604;8.47;91.9944
03.06.2014;SU26212RMFS9;0.0934;8.71;88.2020
03.06.2014;SU26214RMFS5;0.0000;8.46;94.4205
03.06.2014;SU26215RMFS2;0.0000;8.54;91.2880
04.06.2014;SU25068RMFS6;0.0000;7.23;95.0525
04.06.2014;SU25071RMFS0;0.1648;7.87;96.2542
04.06.2014;SU25075RMFS1;-0.0075;8.08;89.0645
04.06.2014;SU25077RMFS7;0.0000;8.18;85.2668
04.06.2014;SU25079RMFS3;-0.0463;8.00;92.5911
04.06.2014;SU25080RMFS1;0.0239;8.32;98.0698
04.06.2014;SU25081RMFS9;0.0000;8.35;93.8070
04.06.2014;SU26203RMFS8;0.0004;8.24;81.9555
04.06.2014;SU26204RMFS6;0.0000;8.35;97.7745
04.06.2014;SU26205RMFS3;0.0000;8.46;96.4117
04.06.2014;SU26206RMFS1;0.0130;8.32;97.9858
04.06.2014;SU26207RMFS9;0.0551;8.64;97.5383
04.06.2014;SU26208RMFS7;-0.0032;8.39;97.1914
04.06.2014;SU26209RMFS5;0.0000;8.50;95.7250
04.06.2014;SU26210RMFS3;0.0000;8.42;93.6526
04.06.2014;SU26211RMFS1;-0.0531;8.47;92.0795
04.06.2014;SU26212RMFS9;0.0706;8.67;88.4386
04.06.2014;SU26214RMFS5;-0.0001;8.44;91.3115
04.06.2014;SU26215RMFS2;0.0000;8.54;91.3410
05.06.2014;SU25068RMFS6;0.0000;7.31;95.0229
05.06.2014;SU25071RMFS0;0.0649;7.75;96.3029
05.06.2014;SU25075RMFS1;0.0000;8.05;89.0900
05.06.2014;SU25077RMFS7;-0.0019;8.15;85.3088
05.06.2014;SU25079RMFS3;-0.0022;8.01;92.5852
05.06.2014;SU25080RMFS1;0.0000;8.23;98.2754
05.06.2014;SU25081RMFS9;0.0000;8.27;94.0317
05.06.2014;SU26203RMFS8;0.0000;8.20;82.0266
05.06.2014;SU26204RMFS6;0.0000;8.28;98.0093
05.06.2014;SU26205RMFS3;0.0000;8.39;96.7466
05.06.2014;SU26206RMFS1;0.0000;8.24;98.1831
05.06.2014;SU26207RMFS9;0.0433;8.56;98.1850
05.06.2014;SU26208RMFS7;-0.0114;8.30;97.5040
05.06.2014;SU26209RMFS5;0.0000;8.43;96.1055
05.06.2014;SU26210RMFS3;0.0000;8.35;93.9503
05.06.2014;SU26211RMFS1;0.0000;8.45;92.1770
05.06.2014;SU26212RMFS9;0.0422;8.57;89.1978
05.06.2014;SU26214RMFS5;0.0000;8.37;91.6145
05.06.2014;SU26215RMFS2;-0.0212;8.44;91.8746
06.06.2014;SU25068RMFS6;0.0000;7.26;94.9539
06.06.2014;SU25071RMFS0;0.0008;7.49;96.3685
06.06.2014;SU25075RMFS1;0.0000;7.84;89.2497
06.06.2014;SU25077RMFS7;0.0000;8.01;85.4566
06.06.2014;SU25079RMFS3;0.0000;7.79;92.7319
06.06.2014;SU25080RMFS1;-0.0001;8.16;98.4182
06.06.2014;SU25081RMFS9;0.0000;8.19;94.2343
06.06.2014;SU26203RMFS8;0.0000;8.11;82.1469
06.06.2014;SU26204RMFS6;0.0000;8.19;98.2222
06.06.2014;SU26205RMFS3;0.0000;8.24;97.4460
06.06.2014;SU26206RMFS1;0.0086;8.18;98.3111
06.06.2014;SU26207RMFS9;0.0345;8.41;99.2115
06.06.2014;SU26208RMFS7;-0.0286;8.18;97.9150
06.06.2014;SU26209RMFS5;-0.0167;8.26;97.0327
06.06.2014;SU26210RMFS3;-0.0215;8.20;94.5193
06.06.2014;SU26211RMFS1;-0.0402;8.25;93.2619
06.06.2014;SU26212RMFS9;0.0428;8.44;90.0674
06.06.2014;SU26214RMFS5;0.0173;8.24;92.0973
06.06.2014;SU26215RMFS2;-0.0002;8.30;92.6435
09.06.2014;SU25068RMFS6;0.0000;7.30;94.9704
09.06.2014;SU25071RMFS0;0.0001;7.54;96.3808
09.06.2014;SU25075RMFS1;-0.0002;7.91;89.2222
09.06.2014;SU25077RMFS7;0.0000;8.07;85.4064
09.06.2014;SU25079RMFS3;0.0000;7.86;92.7115
09.06.2014;SU25080RMFS1;0.0000;8.17;98.4348
09.06.2014;SU25081RMFS9;0.0000;8.18;94.3117
09.06.2014;SU26203RMFS8;0.0121;8.16;82.0877
09.06.2014;SU26204RMFS6;-0.0012;8.18;98.3058
09.06.2014;SU26205RMFS3;0.0000;8.27;97.3645
09.06.2014;SU26206RMFS1;0.0000;8.17;98.3648
09.06.2014;SU26207RMFS9;0.0085;8.44;99.0510
09.06.2014;SU26208RMFS7;-0.0344;8.16;98.0137
09.06.2014;SU26209RMFS5;-0.0142;8.30;96.8244
09.06.2014;SU26210RMFS3;0.0000;8.22;94.4651
09.06.2014;SU26211RMFS1;0.0000;8.34;92.8014
09.06.2014;SU26212RMFS9;0.0045;8.45;90.0392
09.06.2014;SU26214RMFS5;0.0000;8.24;92.1680
09.06.2014;SU26215RMFS2;0.0000;8.36;92.3684
10.06.2014;SU25068RMFS6;0.0000;7.50;94.9210
10.06.2014;SU25071RMFS0;0.0390;7.65;96.3335
10.06.2014;SU25075RMFS1;-0.0031;7.83;89.3011
10.06.2014;SU25077RMFS7;0.0000;7.98;85.5231
10.06.2014;SU25079RMFS3;-0.0136;7.78;92.7817
10.06.2014;SU25080RMFS1;0.0133;8.18;98.4127
10.06.2014;SU25081RMFS9;0.0000;8.22;94.2102
10.06.2014;SU26203RMFS8;0.0231;8.12;82.1635
10.06.2014;SU26204RMFS6;0.0000;8.22;98.1866
10.06.2014;SU26205RMFS3;0.0000;8.29;97.2417
10.06.2014;SU26206RMFS1;0.0020;8.18;98.3457
10.06.2014;SU26207RMFS9;0.0000;8.48;98.7095
