params

tradedate;tradetime;B1;B2;B3;T1;G1;G2;G3;G4;G5;G6;G7;G8;G9
16.06.2015;18:39:13;617,318918;390,949400;647,418042;8,776921;0,970374;-9,156296;-4,238928;12,177572;4,899455;-0,879395;-0,931771;0,000000;0,000000
17.06.2015;18:34:51;622,299063;386,290562;655,930985;8,675920;-6,125672;-20,290049;4,797520;12,141460;5,080272;3,367237;1,829507;0,000000;0,000000
18.06.2015;18:39:21;621,524397;368,242257;671,209837;8,457854;-12,872784;-23,824399;-8,635009;19,008360;13,310338;5,506655;2,967544;0,000000;0,000000
19.06.2015;18:33:26;627,957128;364,516684;680,843176;8,207820;-12,503522;-24,141639;2,129466;19,544732;9,165799;2,474951;0,550354;0,000000;0,000000
22.06.2015;18:34:29;626,930336;357,639015;685,481286;8,155030;-18,425271;-22,055969;11,165646;18,672192;4,042176;1,197389;2,703829;0,000000;0,000000
23.06.2015;18:39:46;628,365909;351,574394;693,307836;7,803273;-6,055694;-14,728483;1,072529;20,900200;1,861855;-0,757727;0,562199;0,000000;0,000000
24.06.2015;18:33:32;632,027286;348,233476;701,306926;7,377624;-7,068510;-14,525096;0,389315;15,950634;6,712050;1,119776;-0,374420;0,000000;0,000000
25.06.2015;18:37:29;636,649637;340,748730;709,937239;7,389491;-8,184769;-18,020885;1,098916;13,346055;9,039303;-0,266715;0,160455;0,000000;0,000000
26.06.2015;18:39:01;646,777444;337,337587;721,441842;7,152726;-4,356913;-9,447893;-7,378926;11,855140;6,117842;-0,453695;-0,805514;0,000000;0,000000
29.06.2015;18:38:07;660,524663;326,461932;737,758353;7,305704;-3,841724;-10,080180;-0,752416;10,424930;-0,017315;-0,458310;1,554916;0,000000;0,000000
30.06.2015;18:38:57;657,402310;317,231436;742,582477;7,194617;-7,835218;-16,150225;-0,995602;15,314328;-0,889936;-1,470848;-0,732498;0,000000;0,000000
01.07.2015;18:37:29;657,547271;314,816285;745,132385;7,013402;-12,430013;-12,631105;8,458801;12,353165;-0,582773;-0,016422;0,298425;0,000000;0,000000
02.07.2015;18:38:20;657,497520;303,775575;753,303032;6,883990;-19,065138;-7,315311;8,262665;8,197571;3,834191;2,380383;1,454275;0,000000;0,000000
03.07.2015;18:39:17;658,554440;288,554063;766,923467;6,340148;-27,680847;-9,164729;17,849586;8,807748;3,859741;4,118789;3,266212;0,000000;0,000000
06.07.2015;18:39:32;984,571742;88,688918;-175,412907;6,704146;-32,277748;-62,493891;-22,521871;0,783879;16,914065;41,233735;34,010293;0,000000;0,000000
07.07.2015;18:39:18;1060,965444;-40,753100;-22,082924;7,866433;-29,802883;-40,529256;-2,393289;14,718553;24,027705;15,846169;7,888721;0,000000;0,000000
08.07.2015;18:39:51;694,870274;254,474791;813,045756;5,750967;-15,233081;-9,492665;13,668695;10,701764;-3,253725;-0,344292;2,416368;0,000000;0,000000
09.07.2015;18:39:36;690,009858;249,480116;811,331042;5,657463;-5,344939;-11,132770;6,848281;11,488733;-6,042056;-1,820922;1,632990;0,000000;0,000000
10.07.2015;18:39:07;685,907054;240,642325;812,291962;5,429071;-5,881688;-9,555974;10,107526;13,685208;-9,186563;-3,404133;1,113659;0,000000;0,000000
13.07.2015;18:39:46;687,856700;229,365624;819,809572;5,067750;-13,831439;-16,675512;19,890317;13,552252;-9,225106;0,255492;3,521277;0,000000;0,000000
14.07.2015;18:39:07;687,561557;220,406634;824,368476;4,811530;-11,178066;-13,500720;21,392610;5,290446;-7,829129;-1,052779;1,600630;0,000000;0,000000
15.07.2015;18:39:24;685,159505;214,181913;820,606345;4,948577;-12,365134;-11,199349;24,388796;10,779108;-13,078070;-2,931285;2,137305;0,000000;0,000000
16.07.2015;18:33:29;676,938993;192,460787;824,241099;4,361638;-16,252510;-3,601748;22,785331;6,915417;-13,462105;-3,446986;1,862924;0,000000;0,000000
17.07.2015;18:39:18;670,113492;213,439657;796,853427;4,889886;-4,402676;1,286120;25,358738;4,924805;-19,020777;-4,884030;1,842564;0,000000;0,000000
20.07.2015;18:37:17;672,765745;214,078376;794,982157;4,738769;-18,541818;-4,720813;23,848056;10,665878;-12,242155;-1,883587;2,620936;0,000000;0,000000
21.07.2015;18:38:55;679,414982;198,680431;806,482019;4,487864;-24,996461;-13,325071;23,427526;12,006266;-8,339276;1,434082;3,790277;0,000000;0,000000
22.07.2015;18:38:27;699,087063;169,764322;831,215167;4,050841;-23,925683;-7,927381;20,223003;10,612358;-9,048168;-1,145335;6,231971;0,000000;0,000000
23.07.2015;18:39:47;708,669342;165,178179;833,281359;4,235923;-11,623697;-2,861336;20,377603;8,528680;-17,962286;-3,346206;3,242898;0,000000;0,000000
24.07.2015;18:39:28;721,531794;153,771637;843,042646;4,072584;-18,408695;-2,099807;20,604727;7,302420;-14,078645;-0,166133;4,934481;0,000000;0,000000
27.07.2015;18:38:11;745,862758;145,005327;851,065117;4,402766;-9,937503;-9,787127;24,655513;16,822511;-24,645306;-4,249528;4,749986;0,000000;0,000000
28.07.2015;18:39:28;753,556324;142,263062;843,919822;4,198997;-11,457211;-11,372669;21,690087;19,377079;-24,480029;-4,680490;5,125493;0,000000;0,000000
29.07.2015;18:39:20;741,367486;115,934642;838,305010;3,723760;-18,155111;-15,586356;28,343144;10,762406;-17,441999;-4,253708;4,202664;0,000000;0,000000
30.07.2015;18:39:47;759,464722;98,759922;839,690220;3,510750;-8,731826;-8,407272;19,505694;9,654185;-17,604169;-4,987378;5,111954;0,000000;0,000000
31.07.2015;18:38:53;766,412797;81,967252;832,152365;3,448963;-28,898356;10,710894;34,081153;-10,811058;-18,608646;-1,211864;5,893654;0,000000;0,000000
03.08.2015;18:39:56;781,491976;89,982852;827,107645;3,660996;-12,380055;5,841509;25,038276;1,813457;-20,394860;-3,463856;2,811179;0,000000;0,000000
04.08.2015;18:39:28;783,192122;77,491610;821,074756;3,310917;-15,306453;3,120999;21,192435;1,836016;-21,180781;0,979478;5,243184;0,000000;0,000000
05.08.2015;18:37:56;789,292411;63,031719;825,155892;3,062361;-15,205113;6,160026;22,175334;-6,751666;-14,315217;1,694178;4,512287;0,000000;0,000000
06.08.2015;18:39:37;804,447017;56,320759;822,058078;3,186773;-12,561028;4,077278;19,260850;-0,017535;-20,943979;0,471632;4,938919;0,000000;0,000000
07.08.2015;18:39:40;809,828481;64,869690;802,622956;3,381781;-2,114743;1,615748;18,551095;3,331804;-24,276707;-4,426558;3,799402;0,000000;0,000000
10.08.2015;18:39:13;808,788874;63,646691;789,582957;3,465445;-7,616510;-4,546175;23,802423;7,004844;-26,308324;-3,997790;5,068537;0,000000;0,000000
11.08.2015;18:38:02;814,926574;64,163547;782,547540;3,639267;-2,937740;-2,477423;18,160106;9,633836;-24,302622;-3,967088;4,034762;0,000000;0,000000
12.08.2015;18:37:32;813,655068;64,992290;773,098445;3,549607;-9,700361;-8,421873;21,727178;7,048621;-19,103158;-2,392429;3,664326;0,000000;0,000000
13.08.2015;18:39:46;816,549764;63,975564;765,721613;3,689299;-10,638337;-5,975826;25,053527;6,433442;-22,250114;-2,808064;4,436214;0,000000;0,000000
14.08.2015;18:38:43;819,633945;67,502710;760,149979;3,543475;-4,991203;-1,719047;19,380874;5,819589;-21,115029;-3,548947;2,937503;0,000000;0,000000
17.08.2015;18:39:25;828,515054;77,011879;753,074045;3,598093;-0,055158;6,552686;18,380904;1,678368;-21,655282;-5,649756;2,379718;0,000000;0,000000
18.08.2015;18:38:44;820,244152;100,029481;722,991923;3,705096;-1,767040;-6,905904;12,816369;8,471054;-16,524185;-3,154875;3,017603;0,000000;0,000000
19.08.2015;18:39:50;825,333125;109,357882;709,594128;3,862043;0,294267;-0,211841;10,559086;5,543991;-16,330523;-4,728800;1,849608;0,000000;0,000000
20.08.2015;18:39:28;837,110074;120,242911;699,693122;3,799694;-10,826385;-13,498890;20,839569;6,422775;-8,471102;0,044629;2,772048;0,000000;0,000000
21.08.2015;18:39:26;870,838879;115,750034;709,753667;4,154379;1,742341;-16,384064;21,593108;6,430014;-14,762203;0,728166;3,941572;0,000000;0,000000
24.08.2015;18:34:47;898,124947;83,039379;737,372698;3,613714;-38,883462;-30,517812;34,794050;13,506165;-10,816508;5,514933;9,613406;0,000000;0,000000
25.08.2015;18:34:53;911,467902;23,607421;761,086853;2,688414;-22,009412;-20,767829;29,645283;0,505443;-15,238747;5,560546;10,709281;0,000000;0,000000
26.08.2015;18:38:10;942,460817;-43,064694;781,517152;2,301784;-6,196546;-13,197378;17,534854;-4,242684;-14,208962;3,791267;6,764576;0,000000;0,000000
27.08.2015;18:39:51;978,411199;-131,410809;760,290837;1,623751;-5,326957;-0,269572;12,603418;-18,626462;-11,168442;6,524988;7,801719;0,000000;0,000000
28.08.2015;18:38:06;1009,371332;-188,411769;705,759714;1,159699;0,019377;4,585687;-5,189591;-23,475487;-4,285505;8,733567;7,605728;0,000000;0,000000
31.08.2015;18:39:54;1009,341633;-127,331403;651,703041;1,527030;3,791770;3,098793;5,663139;-18,581298;-10,564002;1,498517;3,363678;0,000000;0,000000
01.09.2015;18:39:39;1008,395974;-136,542766;633,860908;1,539345;-2,285712;0,760214;7,239216;-17,425679;-8,090903;6,204597;6,580552;0,000000;0,000000
02.09.2015;18:39:26;1027,087999;-173,033825;620,249693;1,323411;-8,148134;1,623324;5,453799;-19,912486;-3,016058;9,204365;6,932420;0,000000;0,000000
03.09.2015;18:39:04;1029,380473;-192,300993;610,088740;1,188840;-2,154943;3,036297;-0,240479;-16,746659;0,025599;5,767870;3,523457;0,000000;0,000000
04.09.2015;18:39:46;1041,229868;-218,511597;592,128652;1,167566;-2,808169;1,463491;2,545947;-12,609734;2,986538;5,709507;1,646670;0,000000;0,000000
07.09.2015;18:39:49;1047,560084;-227,054471;593,930984;1,088800;-4,559505;-0,465898;2,233627;-10,037336;1,041288;6,923513;4,470723;0,000000;0,000000
08.09.2015;18:39:22;1046,592463;-223,363268;582,086916;1,029227;0,713599;6,812041;-4,927875;-19,786616;8,027407;6,169514;-1,112630;0,000000;0,000000
09.09.2015;18:39:35;1043,937805;-228,878029;578,676707;1,034391;-1,767274;3,352404;-3,915304;-16,640518;3,214415;6,288061;1,928738;0,000000;0,000000
10.09.2015;18:38:40;1043,124335;-220,963679;566,131890;1,042480;-0,375370;7,452869;-6,089076;-16,847484;6,300690;4,392806;0,623405;0,000000;0,000000
11.09.2015;18:39:52;1043,999953;-228,233939;556,538609;0,963856;-0,413213;5,087524;-4,885510;-12,022489;9,029488;3,352408;-1,272854;0,000000;0,000000
14.09.2015;18:37:00;1043,021369;-230,826889;551,035061;0,960035;-0,090550;3,423049;-4,715260;-11,704848;4,837484;4,005858;1,863588;0,000000;0,000000
15.09.2015;18:36:43;1037,063240;-232,387366;547,636997;0,953523;0,067917;2,846119;-2,745442;-11,316195;7,361562;0,014190;-0,336114;0,000000;0,000000
16.09.2015;18:24:15;1033,609065;-233,854519;546,276774;0,922720;0,073593;2,080658;-2,657399;-11,667818;3,793883;1,942843;1,266339;0,000000;0,000000
17.09.2015;18:30:08;1032,241136;-234,414240;545,615704;0,943508;0,450218;2,514105;-4,006545;-13,013150;3,544635;2,089218;1,437253;0,000000;0,000000
18.09.2015;18:37:29;1032,890798;-237,390620;540,354934;0,754643;0,156878;6,736118;-16,301002;-15,777226;8,129697;6,280546;3,480047;0,000000;0,000000
21.09.2015;18:39:52;1026,931903;-240,141235;540,094616;0,768691;-0,961591;0,901811;-6,201225;-12,234953;2,769223;3,029162;2,225988;0,000000;0,000000
22.09.2015;18:38:52;1030,720205;-245,875515;534,266545;0,742851;-0,192618;1,184434;-9,995154;-15,075351;2,174398;8,297752;4,917640;0,000000;0,000000
23.09.2015;18:39:15;1027,079108;-254,868387;523,153961;0,656401;0,306754;2,887847;-15,251347;-6,093020;3,439416;5,644061;3,096912;0,000000;0,000000
24.09.2015;18:14:56;1039,253302;-259,196004;513,481358;0,706450;0,816796;6,355801;-19,746183;-5,286906;4,826656;6,310079;3,405708;0,000000;0,000000
25.09.2015;18:24:03;1035,429362;-259,520654;512,973264;0,654406;0,935465;6,062527;-18,859248;-4,124850;2,573847;4,061534;2,110347;0,000000;0,000000
28.09.2015;18:31:51;1038,166127;-262,909171;508,759020;0,604698;0,893563;3,725682;-19,452883;-9,989070;4,706282;8,033630;4,272965;0,000000;0,000000
29.09.2015;18:32:09;1037,354508;-264,054329;506,643574;0,585458;1,241442;3,234437;-21,546813;-5,678761;5,073618;6,438152;3,264507;0,000000;0,000000
30.09.2015;18:37:15;1035,315820;-276,756812;489,256324;0,579213;1,051220;0,714885;-22,645743;0,058408;12,224760;4,635263;2,032110;0,000000;0,000000
01.10.2015;18:33:30;1025,726489;-286,546908;473,412638;0,523827;1,713270;-0,809321;-29,382447;4,495638;10,566329;4,059443;1,521818;0,000000;0,000000
02.10.2015;18:33:33;1033,699908;-291,532942;468,355207;0,475533;0,491175;0,414059;-26,102320;5,332553;11,373966;4,902969;2,579777;0,000000;0,000000
05.10.2015;18:38:50;1018,601632;-293,883284;466,224552;0,587319;0,028697;0,520243;-14,482458;0,121952;3,583816;-0,089839;0,084089;0,000000;0,000000
06.10.2015;18:37:51;1001,311998;-297,216677;462,243110;0,406572;-0,072987;-1,105336;-11,511633;-6,070039;1,387330;-4,157651;-2,838336;0,000000;0,000000
07.10.2015;17:45:46;991,096291;-299,653466;459,879797;0,414959;-0,678053;-2,744988;-15,839360;1,102528;4,654157;-6,180061;-4,045037;0,000000;0,000000
08.10.2015;18:38:30;988,323745;-300,999773;458,429766;0,383404;0,161759;-1,443127;-7,142794;-1,666488;1,096890;-1,289706;-0,866371;0,000000;0,000000
09.10.2015;18:38:48;977,471317;-308,160232;451,134634;0,402530;-0,014917;-1,046379;-20,871189;10,602262;14,072532;-1,093672;-1,325183;0,000000;0,000000
12.10.2015;18:34:13;980,599637;-310,157379;448,948660;0,414984;0,024300;-3,275077;-11,785342;5,384123;8,272150;1,770996;0,271636;0,000000;0,000000
13.10.2015;18:17:27;987,717997;-315,744784;442,741209;0,319202;1,691017;-3,627446;-15,106286;5,260468;9,847577;2,328199;2,121515;0,000000;0,000000
14.10.2015;18:38:31;985,183310;-317,812233;440,351665;0,300680;0,380138;0,466847;-13,430235;6,210792;7,562954;-0,956154;-0,971376;0,000000;0,000000
15.10.2015;18:39:51;974,104832;-318,513250;439,194891;0,310687;0,357934;0,068398;-8,547455;4,700821;4,569937;-1,798381;-1,210936;0,000000;0,000000
16.10.2015;18:20:20;952,700486;-318,582104;438,926865;0,371405;0,093492;-0,825509;-4,098402;3,980932;4,962606;-4,311397;-3,146068;0,000000;0,000000
19.10.2015;18:33:26;957,301074;-316,619496;439,008680;0,318764;1,808988;0,250045;-7,041780;1,306542;3,933592;1,695833;-0,031807;0,000000;0,000000
20.10.2015;18:33:18;959,429082;-315,002501;440,510797;0,357846;1,748375;3,115294;-0,402936;1,300619;1,918464;0,571839;0,015871;0,000000;0,000000
21.10.2015;18:39:51;956,084385;-316,581803;438,373515;0,304716;0,439610;-2,696071;-3,442017;1,910718;-1,620677;-1,515556;-0,027704;0,000000;0,000000
22.10.2015;18:37:51;954,299909;-314,998678;439,525248;0,302894;0,269280;0,368641;-0,012638;2,917114;-1,087680;-2,419377;0,158967;0,000000;0,000000
23.10.2015;18:39:06;947,573928;-311,811862;441,080911;0,304559;0,885355;4,485186;-2,827580;2,388581;1,879891;-1,141444;-0,864524;0,000000;0,000000
26.10.2015;18:33:12;949,012208;-303,964620;446,211276;0,302570;2,058287;9,764736;-2,310261;-2,754214;-3,987534;1,032271;0,534658;0,000000;0,000000
27.10.2015;18:37:03;955,879940;-290,204025;452,167132;0,305037;4,847811;13,416405;-10,349845;1,544883;-0,707309;-0,299862;0,218931;0,000000;0,000000
28.10.2015;18:39:33;947,930886;-288,166875;452,959360;0,325122;2,766560;9,698584;-5,237938;-4,920341;-1,510833;-1,011997;-1,373806;0,000000;0,000000
29.10.2015;18:39:17;950,267681;-286,232152;450,663289;0,312899;0,908242;-1,332438;-5,344581;-2,505401;-1,813522;3,309078;1,909378;0,000000;0,000000
30.10.2015;18:35:37;953,763251;-283,166211;452,522435;0,344345;1,154472;7,372561;-5,140247;-3,514678;3,060035;-0,012235;-0,889088;0,000000;0,000000
02.11.2015;18:28:56;949,612843;-281,726870;453,776133;0,326404;0,023386;1,723063;0,287647;-2,772583;0,881477;0,335094;-0,448129;0,000000;0,000000
03.11.2015;18:24:29;928,562187;-279,947457;455,587014;0,340483;-0,184254;1,680813;1,225132;2,218466;2,628914;-5,152077;-3,395900;0,000000;0,000000
05.11.2015;18:36:16;921,663050;-268,464431;464,171618;0,326019;1,891262;7,441427;5,596878;8,194957;4,967134;-9,213720;-5,994394;0,000000;0,000000
06.11.2015;18:39:00;923,743680;-260,580685;469,721456;0,326716;0,774211;2,506439;1,273274;8,599590;7,242555;-5,129161;-4,013435;0,000000;0,000000
09.11.2015;18:39:08;923,556367;-255,178902;472,592815;0,337463;0,719693;-0,087761;-2,763679;15,937304;6,791943;-7,827706;-4,986880;0,000000;0,000000
10.11.2015;18:38:30;920,734628;-251,609014;474,408480;0,346378;0,330660;1,217556;1,850568;5,597059;3,876502;-4,775018;-3,184618;0,000000;0,000000
11.11.2015;18:38:29;914,699055;-240,657757;481,578060;0,367060;0,900583;0,208655;1,778607;13,439766;0,672737;-5,407581;-3,021691;0,000000;0,000000
12.11.2015;18:04:21;929,976897;-238,081485;481,727202;0,315498;1,004834;-0,733165;-3,179052;14,879543;3,939142;-3,800016;-2,363950;0,000000;0,000000
13.11.2015;18:33:13;936,402256;-238,551608;479,977666;0,329312;0,011563;-5,254250;-2,884347;11,724103;3,759549;-1,277837;-0,022710;0,000000;0,000000
16.11.2015;18:39:09;936,789806;-234,774403;481,204997;0,375986;1,086939;-1,433975;0,270942;12,019682;0,755794;-4,702479;-2,723104;0,000000;0,000000
17.11.2015;18:39:58;931,361308;-237,359495;476,574645;0,381357;1,657002;-3,045581;-2,463208;11,697555;0,592973;-4,180482;-2,411779;0,000000;0,000000
18.11.2015;18:38:49;923,892474;-228,695160;480,689689;0,397332;3,224293;1,346198;-4,220691;14,448062;2,759148;-5,642455;-3,530157;0,000000;0,000000
19.11.2015;18:39:31;906,796363;-216,053431;485,026442;0,415460;1,363645;-2,071008;3,872247;10,861688;-7,483061;-5,384578;-2,694447;0,000000;0,000000
20.11.2015;18:38:16;904,509625;-203,761197;492,236310;0,383882;1,062162;-1,362673;1,553021;15,143277;-3,191107;-4,751218;-2,225510;0,000000;0,000000
23.11.2015;18:35:10;913,822767;-202,568978;488,710756;0,486665;1,941003;-2,020911;-4,651692;5,557161;-2,660390;-1,018939;-1,002764;0,000000;0,000000
24.11.2015;18:29:20;934,058927;-209,316942;478,699686;0,335687;0,861559;-2,236778;-5,683556;10,149478;2,789483;-1,507386;-1,098741;0,000000;0,000000
25.11.2015;18:17:15;936,069765;-200,510477;480,863779;0,319095;2,341344;0,342438;-8,337802;10,308327;3,834028;-3,621235;-2,356489;0,000000;0,000000
26.11.2015;18:39:30;924,975657;-207,259102;462,920379;0,397901;2,576922;-9,267320;-3,831222;13,653287;2,365660;-2,465367;-1,573325;0,000000;0,000000
27.11.2015;18:39:14;932,014475;-201,187631;466,172772;0,360042;2,223815;-2,808731;3,640517;13,190017;1,208898;-5,345018;-3,079343;0,000000;0,000000
30.11.2015;18:39:16;924,727763;-201,016581;458,675005;0,466126;2,719110;-5,147199;-0,724887;11,331027;0,704214;-3,766780;-2,031117;0,000000;0,000000
01.12.2015;18:39:58;926,642109;-204,058243;449,544228;0,336392;1,483386;-1,902812;5,054145;11,681381;1,012368;-6,266706;-3,834621;0,000000;0,000000
02.12.2015;18:39:09;923,931885;-196,633724;449,959877;0,447306;1,604012;-2,803384;3,974252;11,044306;-2,820818;-5,561187;-3,018998;0,000000;0,000000
03.12.2015;18:39:03;926,333000;-193,733946;450,336412;0,474672;1,631853;-3,057088;-1,070173;11,781646;1,130614;-3,788064;-2,060443;0,000000;0,000000
04.12.2015;18:33:06;922,316745;-186,585827;452,775252;0,487667;0,494260;-0,372780;-0,010694;9,525142;1,860609;-5,563876;-3,355562;0,000000;0,000000
07.12.2015;18:39:55;933,259013;-185,959645;449,366545;0,453924;1,601758;-2,577119;-5,350965;10,214883;5,949405;-1,089355;-0,528030;0,000000;0,000000
08.12.2015;18:33:23;937,935737;-186,698267;442,785862;0,395806;1,737890;-4,328709;-3,771518;12,018966;3,680997;-3,039877;-1,657049;0,000000;0,000000
09.12.2015;18:39:10;935,636267;-186,054760;441,795612;0,334535;1,350306;-3,961433;-0,639914;12,899233;0,932212;-4,480249;-2,761597;0,000000;0,000000
10.12.2015;18:35:22;935,093248;-178,831529;442,959729;0,323463;1,869458;-1,291293;-2,136555;10,945247;1,738715;-3,882859;-2,467521;0,000000;0,000000
11.12.2015;18:39:01;940,500861;-171,288502;443,088494;0,311883;1,632224;-0,294097;3,483984;14,027764;1,055204;-6,435190;-3,574572;0,000000;0,000000
14.12.2015;18:31:13;948,286781;-163,426324;448,060454;0,311165;0,801533;1,880974;-2,264186;13,053199;2,110891;-5,358152;-3,224541;0,000000;0,000000
15.12.2015;18:39:58;918,906349;-110,421122;485,010690;0,395038;1,063634;4,182025;2,339016;6,427817;17,115336;-5,658694;-10,024326;0,000000;0,000000
16.12.2015;18:38:57;897,526579;-87,273357;498,216694;0,585058;0,223564;1,978581;-5,985423;1,467973;18,291595;-2,159960;-6,726720;0,000000;0,000000
17.12.2015;18:39:03;898,500560;-74,129553;503,901522;0,527536;0,121885;1,540682;-4,528969;3,807922;13,449279;-2,021588;-5,198686;0,000000;0,000000
18.12.2015;18:38:11;896,745720;-67,626529;504,598432;0,505594;0,035010;0,764939;-6,551012;2,666878;15,396377;-0,041552;-4,747948;0,000000;0,000000
21.12.2015;18:37:48;896,924185;-62,817057;503,676993;0,527426;-0,426581;0,348284;-4,933613;-1,290968;13,400964;0,501099;-3,388119;0,000000;0,000000
22.12.2015;18:39:18;905,618377;-67,164958;497,455621;0,492426;0,039911;-0,414454;-4,744645;-2,537644;11,173766;2,485648;-2,091203;0,000000;0,000000
23.12.2015;18:39:21;901,576440;-75,032202;490,939936;0,527079;-0,024810;0,350766;-4,453296;-1,254684;12,321683;0,929472;-3,947815;0,000000;0,000000
24.12.2015;18:35:54;897,525463;-79,192534;487,982185;0,488500;0,016134;0,843822;-4,970288;-0,012115;13,271914;-1,006261;-3,453114;0,000000;0,000000
25.12.2015;18:38:56;899,187654;-88,029171;480,844346;0,515381;0,192809;-0,115732;-4,444789;-3,414374;4,361554;-0,946354;-1,468520;0,000000;0,000000
28.12.2015;18:39:54;893,265717;-87,597302;469,815003;0,507462;2,696073;-4,979890;-3,643724;-0,681461;6,870217;0,916201;-1,444472;0,000000;0,000000
29.12.2015;18:39:50;894,183978;-100,394528;449,599975;0,481694;-0,075989;-1,360920;-6,620853;-0,741864;9,077342;1,185491;-1,673072;0,000000;0,000000
30.12.2015;18:39:50;892,507590;-121,097279;442,898379;0,572257;-3,156678;3,789639;-1,596123;-5,260980;7,165276;0,038372;-0,428573;0,000000;0,000000
04.01.2016;18:38:18;885,377412;-123,105714;441,349273;0,708411;-2,553556;2,456381;-4,847238;-6,299827;9,295098;-0,272955;-3,087768;0,000000;0,000000
05.01.2016;18:39:52;891,912804;-150,138116;418,385495;0,652634;-0,376341;1,330484;-5,677121;1,478408;3,725819;-1,660897;-2,319261;0,000000;0,000000
06.01.2016;18:30:27;896,075683;-150,456706;418,079960;0,708573;0,570447;1,669094;-1,449707;-1,150317;6,462354;1,543083;-1,585320;0,000000;0,000000
11.01.2016;18:39:51;942,385523;-138,225981;423,147809;0,422853;0,106154;-0,010949;-5,998896;-1,688506;19,800605;0,865720;-2,538392;0,000000;0,000000
12.01.2016;18:39:51;958,228916;-143,403192;420,192919;0,456449;-0,933113;0,484306;-6,289668;-4,783623;14,308168;1,391449;-1,937318;0,000000;0,000000
13.01.2016;18:39:33;961,561500;-162,742662;400,123483;0,382689;0,153813;-2,874575;-13,842683;5,456040;17,810452;0,964973;-2,198517;0,000000;0,000000
14.01.2016;18:39:49;978,664835;-200,453221;361,496302;0,344549;0,834586;-7,029384;-10,986296;7,944508;15,255566;-0,828587;-3,053974;0,000000;0,000000
15.01.2016;18:39:54;995,992565;-217,637977;338,853665;0,394799;1,682131;-6,067743;-8,347463;2,884621;11,609529;1,528886;-2,316144;0,000000;0,000000
18.01.2016;18:39:53;1002,226007;-227,974669;324,498471;0,365068;1,449658;-7,439975;-7,359656;2,269090;6,892748;2,203737;-0,524914;0,000000;0,000000
19.01.2016;18:39:56;993,126340;-231,024411;312,083578;0,370034;1,272194;-4,061637;-3,665336;4,443820;2,604507;0,909465;0,522696;0,000000;0,000000
20.01.2016;18:39:57;1024,714710;-253,728799;282,417243;0,363499;0,948915;-2,943101;-13,631270;-1,763379;4,176553;5,325060;2,984265;0,000000;0,000000
21.01.2016;18:39:23;1030,427508;-260,715539;251,209831;0,387871;4,264909;-4,011487;-8,497517;-0,776815;6,714019;2,793186;-0,046618;0,000000;0,000000
22.01.2016;18:39:51;1000,431498;-256,116804;236,946065;0,421328;1,117317;-4,777660;-0,908740;5,801459;7,823806;-2,630640;-4,357520;0,000000;0,000000
25.01.2016;18:39:46;1004,019413;-251,335085;234,595102;0,437231;0,412441;-0,044077;-0,260565;6,080666;10,507725;-2,924531;-6,073473;0,000000;0,000000
26.01.2016;18:39:51;994,712087;-239,553983;235,535404;0,525833;0,115410;-2,059465;7,491305;7,233956;5,890475;-4,764791;-5,789522;0,000000;0,000000
27.01.2016;18:39:44;976,494749;-220,993440;241,293245;0,433501;1,113040;-0,496967;-1,740355;9,242525;6,501082;-4,323157;-5,093743;0,000000;0,000000
28.01.2016;18:39:35;961,169596;-219,291893;243,765143;0,422358;-0,291307;0,693836;2,169887;1,530117;7,124141;-0,399086;-3,382074;0,000000;0,000000
29.01.2016;18:39:32;967,727343;-213,347374;242,518551;0,445685;-1,845743;2,820829;-1,437025;4,422950;5,872184;-1,729949;-2,908980;0,000000;0,000000
01.02.2016;18:38:47;976,349232;-211,929485;236,644063;0,413580;0,713878;-0,706217;-5,712112;2,136652;8,504637;0,929686;-2,460069;0,000000;0,000000
02.02.2016;18:39:33;984,790254;-206,487361;226,968566;0,556072;-0,015592;1,245255;-4,884010;3,236203;10,713423;0,518909;-4,498333;0,000000;0,000000
03.02.2016;18:39:26;976,932448;-192,893798;235,930609;0,674502;-3,548462;1,288834;-1,156851;2,995726;7,529391;0,437270;-1,859124;0,000000;0,000000
04.02.2016;18:36:19;963,075495;-191,562374;235,272870;0,466671;0,699403;0,415927;-4,432078;0,938603;10,668180;-0,493701;-3,432159;0,000000;0,000000
05.02.2016;18:36:45;962,856307;-178,139452;234,981747;0,522852;1,491625;-0,921994;-3,915301;-0,767662;12,873011;1,351830;-4,667082;0,000000;0,000000
08.02.2016;18:39:02;970,701010;-189,461058;230,320466;0,562023;-1,467032;0,017077;-2,600716;0,382895;13,456819;1,826957;-3,790524;0,000000;0,000000
09.02.2016;18:39:41;979,187181;-191,828804;225,174748;0,576328;0,109143;1,321342;-5,035119;-3,305959;12,383954;2,233560;-3,532520;0,000000;0,000000
10.02.2016;18:39:50;968,559841;-201,624244;237,708634;0,485504;-0,239782;0,967014;-2,570118;-0,783779;13,592333;0,155482;-6,281955;0,000000;0,000000
11.02.2016;18:39:01;973,037471;-191,512957;240,590327;0,591006;0,039987;1,894355;-6,683286;1,674745;15,297600;1,488138;-5,135414;0,000000;0,000000
12.02.2016;18:39:18;969,736530;-191,169015;238,579597;0,491675;0,018043;1,455981;-8,086670;0,642586;12,482115;1,367888;-3,405770;0,000000;0,000000
