"date","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
2012-01-03,6.39160023042824,7.18434613054457,7.67775676626037,7.92686615693228,8.14807604331598,8.33661967159152,8.48433607575036,8.60007700841297,8.69199579816371,8.76604164393768,8.82653685540147,8.87664260750165,8.91868852035156,8.95440584363156,8.98509287917231,9.01173272599343,9.03507742288816,9.05570835406671,9.07407983894841,9.09055076878231,9.10540771343043,9.11888191434545,9.13116187388015,9.14240275550862,9.15273346087828,9.1622620036703,9.17107962624473,9.17926398153219,9.18688161462744,9.19398991557683
2012-01-04,6.38697958329602,7.17990631592755,7.67362530751481,7.9230057097426,8.14440307303832,8.33310631383049,8.48097012080244,8.59684415756949,8.6888805879096,8.76302911046589,8.82361336173767,8.87379615088766,8.91590875704098,8.951683972317,8.98242146442407,9.0091055066923,9.03248912893271,9.05315454202325,9.07155675024209,9.0880552102768,9.10293695843638,9.11643362139056,9.12873402046344,9.13999358424737,9.15034143577091,9.15988577454465,9.16871799979564,9.1769158976472,9.18454612695379,9.19166617549216
2012-01-05,6.38922284264238,7.18242955354278,7.67622257622289,7.92554852901366,8.14683953652335,8.3354275141609,8.48318203263714,8.59895703339859,8.69090580710534,8.76497777836094,8.82549564275002,8.87562101175863,8.9176839336639,8.95341604942395,8.98411600417013,9.01076719065124,9.03412189501902,9.05476170775432,9.07314111932007,9.08961916243607,9.10448252394658,9.11796254218376,9.13024779996185,9.14149352784059,9.15182868366009,9.16136132841265,9.17018274450989,9.17837061897955,9.18599152610877,9.19310288107707
2012-01-06,6.40390433836462,7.19142704762541,7.68152128087054,7.92923356067061,8.15003173955746,8.33840095500582,8.48598242491383,8.60160839189263,8.69342910791191,8.76739127236057,8.82781492122511,8.87785924263864,8.91985216600828,8.95552352663007,8.98617045596859,9.0127750910221,9.03608868260972,9.05669197028056,9.07503874568809,9.09148746710104,9.10632434800958,9.11978033533791,9.13204368685652,9.14326936186514,9.15358609062027,9.16310174210648,9.17190743581759,9.18008071975624,9.18768804890562,9.19478673550456
2012-01-09,6.40928952693598,7.1944972547914,7.6833131291282,7.93053508522397,8.15117888286385,8.33947173108416,8.48699173017458,8.60256493931117,8.69434044851292,8.76826391407861,8.8286543888052,8.87867018289044,8.92063846771376,8.95628843787948,8.98691669069445,9.01350492161366,9.03680401825542,9.05739442206317,9.07572968003982,9.09216804936999,9.10699557780956,9.12044307517099,9.1326986852823,9.14391727227868,9.15422748650647,9.16373712947345,9.17253726337126,9.18070538726505,9.18830791411158,9.19540211986343
2012-01-10,6.46343221026795,7.24246521390817,7.72420096869595,7.96634856686187,8.18441284767046,8.37089018191333,8.51679440736908,8.63092575238664,8.72143654657025,8.79426201929292,8.85370391286315,8.90290118249157,8.94416216162006,8.97919893848622,9.00929318709718,9.03541390306657,9.05830133429011,9.07852709415977,9.09653744474124,9.11268464597175,9.12724980868167,9.14045967152106,9.1524990105931,9.16351989256483,9.17364863251353,9.18299107183047,9.19163661792004,9.19966136449157,9.20713052383608,9.21410034007264
2012-01-11,6.45363705926418,7.23572612368393,7.72097270247942,7.96526062101022,8.18389368282732,8.37049578618705,8.51646973979314,8.63065624277721,8.72121206250556,8.79407482359775,8.8535480052085,8.90277184353141,8.94405562860703,8.97911217227281,9.00922370304407,9.03535964695732,9.05826059020221,9.07849841523565,9.09651960053557,9.11267658192623,9.12725061457207,9.14046855661774,9.15251528390257,9.16354294695965,9.17367793187014,9.18302614051809,9.19167703214501,9.19970674511938,9.20718053039993,9.21415466574267
2012-01-12,6.36944276883098,7.16052983881361,7.65754847362272,7.91020895684225,8.13286630019496,8.32219724708059,8.47059319609793,8.58694423274118,8.67940098396773,8.75391563635834,8.81481696370705,8.86527383612898,8.90762357866177,8.94360455253156,8.97452132958401,9.001362384281,9.02488428322645,9.04567218262051,9.06418352398346,9.0807797746433,9.09574962863904,9.10932608118891,9.12169908655886,9.13302501488209,9.14343377535005,9.15303422737599,9.16191832724742,9.17016433409232,9.17783931077432,9.18500109216769
2012-01-13,6.34060154954001,7.13741258212255,7.63987834492639,7.89571794832034,8.11961639622154,8.30965965781263,8.4586685481731,8.57556441002769,8.66849856313174,8.74342774333929,8.80468748459171,8.85545400048071,8.89807168145484,8.93428527283502,8.96540490567401,8.99242378492189,9.01610244401265,9.03702933566537,9.05566462696637,9.07237203384277,9.08744210549566,9.10110937036794,9.11356505374843,9.12496658370054,9.13544475419408,9.14510916852798,9.15405241193048,9.16235327835639,9.17007928810196,9.1772886695163
2012-01-16,6.3285792527374,7.13081533922471,7.63654837409895,7.89367920165287,8.11789216558878,8.30802076578174,8.45708384317154,8.57402323499792,8.66699327951796,8.74195249633971,8.80323770526092,8.85402606410679,8.89666266796427,8.93289279670408,8.96402699352548,8.99105878612292,9.01474896435301,9.03568618737614,9.0543307904646,9.07104662801512,9.08612436429501,9.09979862414905,9.11226071421489,9.12366813164294,9.13415172941385,9.14382116149353,9.15276905682085,9.1610742472269,9.16880428596434,9.17601743017009
2012-01-17,6.27600245278708,7.07484074953089,7.58452557171108,7.8465008171779,8.07357695699218,8.26588279206331,8.41693378319801,8.53567114010012,8.63023327068941,8.70658440030128,8.76907841325736,8.82091390718338,8.86445795173048,8.90147638619938,8.93329804647409,8.96093224785943,8.98515314645885,9.00656058141471,9.0256241715504,9.04271545093651,9.0581314292439,9.07211197853726,9.0848527547617,9.09651487285306,9.10723220838669,9.11711695341095,9.12626387976665,9.13475363887486,9.14265533801493,9.15002856920704
2012-01-18,6.24259566675387,7.03805602669838,7.55170825238802,7.8181321166686,8.04731734402358,8.24097310402207,8.39322808470104,8.5130539415192,8.60858073726432,8.68577613210002,8.74900416301607,8.80147619871197,8.84557242552793,8.88307098263978,8.91531167490629,8.94331330587257,8.96785808214988,8.98955259050531,9.00887206362717,9.02619268783753,9.04181532298749,9.05598302957644,9.06889410972123,9.08071188186073,9.09157206424762,9.10158839740154,9.11085696132936,9.1194595187724,9.12746612647384,9.13493719223697
2012-01-19,6.25896428524475,7.04743880488241,7.5575489581436,7.82250791492245,8.05114215283442,8.24448255625234,8.39647561801182,8.516074715562,8.61140605275958,8.68843339515213,8.75151691076794,8.80386440194389,8.84785290855037,8.88525786844527,8.91741680773039,8.94534662926019,8.96982796530474,8.99146610356434,9.0107352063282,9.02801057756304,9.04359234841388,9.05772297575989,9.07060025977229,9.08238709959883,9.09321886149086,9.10320898888646,9.11245330968655,9.12103337150791,9.12901904651642,9.13647058329521
2012-01-20,6.2179723497197,7.00171657478383,7.51368058337629,7.78176142718023,8.01254055140475,8.20767194449017,8.36133412235003,8.48245555915812,8.57914332117076,8.65736241480128,8.72148502468761,8.77473551973329,8.81950855920062,8.85759641519137,8.89035180442053,8.91880487691799,8.94374757151732,8.96579469490699,8.9854283559315,9.00303046113229,9.0189066167814,9.03330382059191,9.04642364535013,9.05843213402495,9.06946728309488,9.0796447468029,9.08906222088102,9.09780283960544,9.10593783049056,9.11352860637134
2012-01-23,6.26343702716647,7.02702038815186,7.52937605980475,7.79408576901226,8.02366684339657,8.21809256822037,8.37116380018998,8.49177257227967,8.58801754372334,8.66585512774674,8.72964897124144,8.78261556059623,8.8271425843284,8.8650163136643,8.89758438832691,8.92587271090171,8.95066969141238,8.97258721606269,8.99210498032459,9.00960289583441,9.02538491704288,9.03969667006286,9.05273858457276,9.06467574673993,9.07564534834473,9.08576236340266,9.09512390960019,9.10381262737525,9.11189932010101,9.1194450344305
2012-01-24,6.28961407242683,7.0410992173398,7.53653018229921,7.79842239960817,8.02720459405353,8.22132661433828,8.37417520737518,8.49459836293356,8.59068699180474,8.66839210563364,8.73207299393615,8.78494263108542,8.82938587848918,8.86718673105324,8.89969099298589,8.92792308316406,8.95267020834811,8.97454327506246,8.99402117755979,9.01148316899216,9.02723265980654,9.04151482424362,9.05452971454603,9.06644209984575,9.07738890412781,9.0874848739509,9.09682693275922,9.10549755423888,9.11356739788309,9.12109738559352
2012-01-25,6.3379865315015,7.06517847169406,7.5473575760447,7.80413178596926,8.03149611699807,8.22509178322961,8.37756466331665,8.49768058009521,8.59351406304933,8.6710051608377,8.73450480983593,8.78721956273607,8.83152930738969,8.869214156878,8.9016168616362,8.92975941892868,8.95442709982861,8.9762292513401,8.99564350150051,9.01304806760847,9.02874550649924,9.04298028401407,9.05595186052306,9.06782450744159,9.07873472763114,9.08879690924005,9.09810766897472,9.10674921661752,9.11479198347205,9.12229669319469
2012-01-26,6.27455500847565,6.99046903071046,7.47487530234234,7.7374750083026,7.96870222083947,8.16536766862048,8.32067697975321,8.44337707560146,8.54151338986524,8.62102908283047,8.6862956076138,8.74054738734447,8.78619385886264,8.82504336531724,8.85846415931004,8.88750051434475,8.91295675044905,8.93545828365556,8.95549618297675,8.97345985456226,8.98966114994015,9.00435225607423,9.01773905752159,9.02999118596675,9.04124963375119,9.05163256604831,9.06123979301676,9.07015623876883,9.07845465427732,9.08619775646926
2012-01-27,6.24770104830936,6.93703358770399,7.40922978349927,7.66940060314543,7.90235004666915,8.10167353895475,8.2596422064922,8.38481719765955,8.48518896149408,8.56668902973132,8.63369950671924,8.68947615078031,8.73645368292957,8.77646594105439,8.8109049619975,8.84083624503174,8.86708253966264,8.89028498456532,8.91094791233487,8.92947184193707,8.94617790171466,8.96132601301323,8.97512851252713,8.98776042520684,8.99936726556709,9.01007100549334,9.01997467415552,9.02916593120773,9.03771986441637,9.04570119749868
2012-01-30,6.26741395771866,6.94532139502986,7.41025515788143,7.66704330773758,7.89922840588333,8.09849726463674,8.25650634990007,8.38174189139269,8.48218028633478,8.56374621044118,8.63081828283812,8.68665075713839,8.73367797574172,8.77373400118597,8.80821138555601,8.83817625277537,8.86445198621293,8.88768031631826,8.90836610280834,8.92691032081063,8.94363448622286,8.95879884583877,8.97261600774235,8.98526122238779,8.99688019148446,9.0075950424753,9.01750893413935,9.02670963453829,9.03527232254901,9.0432617988816
